ATU_Number,Title,Category,Subsection,Status,Exemplar_Tales,Sources,Notes
119B*,Horse's Defense Against Wolves,Animal Tales,Wild Animals and Domestic Animals,active,"AT 119B* tradition ('United We Stand, Divided We Fall')",https://libraryguides.missouri.edu/c.php?g=1039894&p=7609090,Motif J1022. Number 119 itself has no top-level entry; only this asterisked subtype is documented.
122A,Wolf Seeks Breakfast,Animal Tales,Wild Animals and Domestic Animals,active,"Foolish Wolf (Afanasyev, Russian)",https://libraryguides.missouri.edu/c.php?g=1083510,Motif K551.8.
122B,Rat Persuades Cat to Wash Face Before Eating,Animal Tales,Wild Animals and Domestic Animals,active,"Story of Pebet (Indian); Mountain Hen and Fox (German, AT 122B*); Pious Cat (Arab)",https://libraryguides.missouri.edu/c.php?g=1083510,Motif K562.
425C,Beauty and the Beast,Tales of Magic,Supernatural or Enchanted Wife/Husband or Other Relative,active,"""La Belle et la Bête"" (Villeneuve, 1740; Beaumont abridgement 1756); ""The Summer and Winter Garden"" / ""Von dem Sommer- und Wintergarten"" (Grimm KHM 68a, removed from later editions); ""The Small-Tooth Dog"" (English)",Claude (model knowledge),The most famous Western literary form of type 425.
303A,Brothers Seek Sisters as Wives,Tales of Magic,Supernatural Adversaries,active,—,Manchester Hive tale-type index,
225A,The Tortoise Lets Itself Be Carried by Birds,Animal Tales,Other Animals and Objects,active,The Talkative Tortoise (Jataka),https://sites.pitt.edu/~dash/type0225.html,Tortoise falls when it tries to speak while being carried on a stick.
425D,The Vanished Husband Learned of by Keeping Inn,Tales of Magic,Supernatural or Enchanted Wife/Husband or Other Relative,active,—,Claude (model knowledge),
425E,The Enchanted Husband Sings Lullaby,Tales of Magic,Supernatural or Enchanted Wife/Husband or Other Relative,active,—,Claude (model knowledge),
425K,,Tales of Magic,Supernatural or Enchanted Wife/Husband or Other Relative,uncertain,,Claude (model knowledge),Some catalogues list a K subtype; inconsistent open-source attestation.
302C*,The Magic Horse,Tales of Magic,Supernatural Adversaries,active,"""Marya Morevna"" (Afanasyev, sub-episode); Slavic/Hungarian variants of Koschei cycle",Wikipedia: The Death of Koschei the Deathless; Manchester Hive,Often combined with 302.
1960F,The Great Kettle,Anecdotes and Jokes,Tall Tales,active,—,Claude (model knowledge),
425M,The Snake as Bridegroom,Tales of Magic,Supernatural or Enchanted Wife/Husband or Other Relative,active,"Baltic and Slavic snake-husband variants including Lithuanian ""Eglė the Queen of Serpents"" / ""Eglė žalčių karalienė""",Claude (model knowledge),
425N,The Bird Husband,Tales of Magic,Supernatural or Enchanted Wife/Husband or Other Relative,active,"""The Feather of Finist the Falcon"" / ""Pyoryshko Finista yasna sokola"" (Afanasyev); ""The Green Bird"" tales",Claude (model knowledge),
1960G,The Great Tree,Anecdotes and Jokes,Tall Tales,active,—,Claude (model knowledge),
1960H,The Great Ship,Anecdotes and Jokes,Tall Tales,active,—,Claude (model knowledge),
433B,King Lindworm,Tales of Magic,Supernatural or Enchanted Wife/Husband or Other Relative,active,"""King Lindworm"" / ""Kong Lindorm"" (Danish, Asbjørnsen & Moe collected variants); ""Prince Lindworm"" (Swedish)",Claude (model knowledge),
451A,The Sister Seeking Her Nine Brothers,Tales of Magic,Supernatural or Enchanted Wife/Husband or Other Relative,active,—,Claude (model knowledge),
425L,The Padlock on the Enchanted Husband,Tales of Magic,Supernatural or Enchanted Wife/Husband or Other Relative,active,—,Claude (model knowledge),
460A,The Journey to God to Receive Reward,Tales of Magic,Supernatural Tasks,active,—,Claude (model knowledge),
302B,Life Dependent on a Sword,Tales of Magic,Supernatural Adversaries,active,—,Missouri Libraries; Manchester Hive tale-type index,
301D*,The Princess's Ring,Tales of Magic,Supernatural Adversaries,active,—,Missouri Libraries Folk Tales Online,"Formerly AaTh 301D* ""Dragons Ravish Princesses""; rarely cited."
122C,Sheep Persuades the Wolf to Sing,Animal Tales,Wild Animals and Domestic Animals,active,"'Music Before Dinner, But No Dinner' (AT 122C variants)",https://libraryguides.missouri.edu/c.php?g=1039894&p=7609090,Motif K561.2.
122D,Caught Animal Persuades Captor to Seek Better Prey,Animal Tales,Wild Animals and Domestic Animals,active,'I'll Bring You Better Game' (AT 122D variants),https://libraryguides.missouri.edu/c.php?g=1039894&p=7609090,Motif K553.1.
122E,Wait for the Fat Goat,Animal Tales,Wild Animals and Domestic Animals,active,"The Three Billy-Goats Gruff (Asbjørnsen & Moe, Norwegian); Three Kids, the Billy Goat, and the Wolf (Hungarian); Little Mangy One (Arab)",https://libraryguides.missouri.edu/c.php?g=1083510; https://libraryguides.missouri.edu/c.php?g=1039894&p=7609090,Motif K553.2. Smaller goat persuades wolf to wait for the bigger one to follow.
122F,Wait Till I Am Fat Enough,Animal Tales,Wild Animals and Domestic Animals,active,"The Sheep, the Lamb, the Wolf, and the Hare (Tibetan); The Lambikin (Indian); The Fisher and the Little Fish (Aesop); Mr. Hawk and Brother Rabbit (African-American); Story of Halfman (African)",https://sites.pitt.edu/~dash/type0122f.html; https://libraryguides.missouri.edu/c.php?g=1083510,Motif K553.
1960E,The Great Farmhouse,Anecdotes and Jokes,Tall Tales,active,—,Claude (model knowledge),
122G,Wash Me Before Eating,Animal Tales,Wild Animals and Domestic Animals,active,'Soaking Off the Turtle's Shell' (AT 122G variants),https://libraryguides.missouri.edu/c.php?g=1039894&p=7609090,Motif K553.5.
425B,The Son of the Witch,Tales of Magic,Supernatural or Enchanted Wife/Husband or Other Relative,active,"""Cupid and Psyche"" (Apuleius, Metamorphoses / The Golden Ass, 2nd century CE); ""The Enchanted Prince"" variants",Claude (model knowledge),Classical antecedent is the earliest and most famous example of the 425 cycle.
122J,Horse Kicks the Wolf,Animal Tales,Wild Animals and Domestic Animals,merged,"Wolf, Fox, and Ass (Greek)",https://libraryguides.missouri.edu/c.php?g=1083510,Motif K566. Subsumed into ATU 47B 'Horse Kicks the Wolf to Death' by Uther 2004.
122Z,Other Tricks to Escape Being Eaten,Animal Tales,Wild Animals and Domestic Animals,active,Licence to Steal (African-American),https://libraryguides.missouri.edu/c.php?g=1083510,Residual subtype for unenumerated escape-by-trick variants.
123B,Wolf in Sheep's Clothing Gains Admission to the Fold,Animal Tales,Wild Animals and Domestic Animals,active,Aesopic fable tradition,https://libraryguides.missouri.edu/c.php?g=1039894&p=7609090,Motif K828.1.
130A,Outcast Animals Build a New Home,Animal Tales,Wild Animals and Domestic Animals,active,"Ram Who Lost Half His Skin and Bear and the Cock (Afanasyev, Russian); Brer Rabbit Secures a Mansion (Joel Chandler Harris)",https://libraryguides.missouri.edu/c.php?g=1083510,—
136A*,Confession of Animals,Animal Tales,Wild Animals and Domestic Animals,active,Biyera Well (Egyptian),https://libraryguides.missouri.edu/c.php?g=1083510,—
403B,The Black Bride and the White One,Tales of Magic,Supernatural or Enchanted Wife/Husband or Other Relative,active,Related Grimm and Italian variants,Claude (model knowledge),
425A,The Animal as Bridegroom,Tales of Magic,Supernatural or Enchanted Wife/Husband or Other Relative,active,"""East of the Sun and West of the Moon"" (Asbjørnsen & Moe); ""The Black Bull of Norroway"" (Scottish); ""The Brown Bear of Norway"" (Irish); ""The Enchanted Pig"" (Romanian); ""The Singing, Springing Lark"" / ""Das singende springende Löweneckerchen"" (Grimm KHM 88)",Claude (model knowledge),
122M*,Ram Runs Straight into the Wolf's Stomach,Animal Tales,Wild Animals and Domestic Animals,active,"Foolish Wolf (Afanasyev, Russian)",https://libraryguides.missouri.edu/c.php?g=1083510,—
1889C,Fruit-Tree Grows from Head of Deer Shot with Fruit Pits,Anecdotes and Jokes,Tall Tales,active,"""Münchhausen"" cherry-tree-on-stag's-head (Raspe, 1785) — one of the most famous Münchhausen episodes",Claude (model knowledge),
1148B,The Thunder Instrument Lost to Men,Stupid Ogre,Ogre Frightened by Man,active,—,Claude (model knowledge),
1889A,The Earth Swallowed Up,Anecdotes and Jokes,Tall Tales,active,—,Claude (model knowledge),
871A,The Unfaithful Queen,Realistic Tales,Man Marries Princess,active,—,Claude (model knowledge),
875A,Girl's Riddling Answer Betrays a Theft,Realistic Tales,Man Marries Princess,active,—,Claude (model knowledge),
1291D,A Kreutzer to Change,Anecdotes and Jokes,Stories about a Fool,active,—,Claude (model knowledge),
1291C,Bringing the Pig from the Field,Anecdotes and Jokes,Stories about a Fool,active,—,Claude (model knowledge),
1291B,Filling Cracks with Butter,Anecdotes and Jokes,Stories about a Fool,active,—,Claude (model knowledge),
1291A,One Hoof-Print Follows Another,Anecdotes and Jokes,Stories about a Fool,active,—,Claude (model knowledge),
875B,The Clever Girl and the Trickster Prince,Realistic Tales,Man Marries Princess,active,—,Claude (model knowledge),
1290A,,Anecdotes and Jokes,Stories about a Fool,unassigned,,,
875D,The Clever Girl at the End of the Journey (What I Carry Unseen),Realistic Tales,Man Marries Princess,active,—,Claude (model knowledge),
881A,The Abandoned Bride Disguised as a Man,Realistic Tales,Woman Marries Prince,active,—,Claude (model knowledge),
1288A,Numskull Cannot Find Ass He is Sitting On,Anecdotes and Jokes,Stories about a Fool,active,Mullah Nasrudin (Hodja) searching for the donkey he rides — one of the most widely distributed Nasrudin tales,Claude (model knowledge),
883A,The Innocent Slandered Maiden,Realistic Tales,Woman Marries Prince,active,"""The Genevieve of Brabant"" legend; ""Griselda"" partial overlap",Claude (model knowledge),
883B,The Punished Seducer,Realistic Tales,Woman Marries Prince,active,—,Claude (model knowledge),
884A,A Girl Disguised as a Man Is Wooed by the Queen,Realistic Tales,Woman Marries Prince,active,—,Claude (model knowledge),
884B,The Girl as Soldier,Realistic Tales,Woman Marries Prince,active,"""The Ballad of Mulan"" / Hua Mulan (Chinese, Ballad of Mulan, 6th c. literary origin)",Claude (model knowledge),
885A,The Seemingly Dead,Realistic Tales,Woman Marries Prince,active,"Shakespeare's Romeo and Juliet (literary descendant); ""Boccaccio's ""Ginevra and Gentile"" / Decameron X.4",Claude (model knowledge),
888A,The Faithful Wife and Her Evil Brother-in-Law,Realistic Tales,Woman Marries Prince,active,—,Claude (model knowledge),
891A,The Reunion of Lovers,Realistic Tales,Woman Marries Prince,active,—,Claude (model knowledge),
1281A,Getting Rid of the Man-Eating Calf,Anecdotes and Jokes,Stories about a Fool,active,—,Claude (model knowledge),
901B,The Man Who Deserted His Wife,Realistic Tales,Proofs of Fidelity,active,—,Claude (model knowledge),
903C,The Mouse in the Jug,Realistic Tales,Proofs of Fidelity,active,—,Claude (model knowledge),
910A,Wise Through Experience,Realistic Tales,Clever Acts and Words,active,—,Claude (model knowledge),
910B,The Servant's Good Counsels,Realistic Tales,Clever Acts and Words,active,"""Die drei Lehren"" variants; medieval exempla",Claude (model knowledge),
910C,The Three Pieces of Advice,Realistic Tales,Clever Acts and Words,active,—,Claude (model knowledge),
910D,The Treasure of the Hanging Man,Realistic Tales,Clever Acts and Words,active,—,Claude (model knowledge),
910E,Father's Counsel: Where to Find a Treasure,Realistic Tales,Clever Acts and Words,active,—,Claude (model knowledge),
910F,The Quarreling Sons and the Bundle of Twigs,Realistic Tales,Clever Acts and Words,active,"Aesop fable ""The Bundle of Sticks"" (Perry Index 53); widely distributed 'father's dying wisdom' tale",Claude (model knowledge),
870A,The Little Goose Girl,Realistic Tales,Man Marries Princess,active,"""Die Gänsehirtin am Brunnen"" / ""The Goose Girl at the Spring"" (Grimm KHM 179)",Claude (model knowledge),
910G,The Host's Good Advice,Realistic Tales,Clever Acts and Words,active,—,Claude (model knowledge),
859B,The Penniless Bridegroom Fakes Property,Realistic Tales,Man Marries Princess,active,Overlap with Puss in Boots (545B) trickery,Claude (model knowledge),
853A,"No, I Won't Say That",Realistic Tales,Man Marries Princess,active,—,Claude (model knowledge),
745A,The Predestined Treasure,Tales of Magic,Other Tales of the Supernatural,active,—,Claude (model knowledge),
750A,The Wishes,Religious Tales,God Rewards and Punishes,active,"""The Three Wishes"" tradition; Aesop-derived wishing tales; ""Des Teufels Schwank"" variants",Claude (model knowledge),Three wishes granted by divine/supernatural visitor; typically wasted through folly.
750B,Hospitality Rewarded,Religious Tales,God Rewards and Punishes,active,"""Philemon and Baucis"" (Ovid, Metamorphoses VIII); ""The Poor Man and the Rich Man"" / ""Der Arme und der Reiche"" (Grimm KHM 87)",Claude (model knowledge),
750C,God Repays Good Deeds,Religious Tales,God Rewards and Punishes,active,—,Claude (model knowledge),
750D,Three Brothers Granted Wishes,Religious Tales,God Rewards and Punishes,active,—,Claude (model knowledge),
751A,The Peasant Woman is Changed into a Woodpecker,Religious Tales,God Rewards and Punishes,active,Russian and Baltic woodpecker-origin tales,Claude (model knowledge),
751B,Greedy Man is Turned into Donkey (Ass) by Magic Plants,Religious Tales,God Rewards and Punishes,active,—,Claude (model knowledge),
1321A,The Fleeing Thieves Frightened by Their Own Shadow,Anecdotes and Jokes,Stories about a Fool,active,—,Claude (model knowledge),
752A,Christ and Peter in the Barn (The Stove That Is Too Hot),Religious Tales,God Rewards and Punishes,active,—,Claude (model knowledge),
753A,Unsuccessful Resuscitation,Religious Tales,God Rewards and Punishes,active,—,Claude (model knowledge),
1319A*,Watermelon Mistaken for Ass's Egg,Anecdotes and Jokes,Stories about a Fool,active,—,Claude (model knowledge),
756A,The Self-Righteous Hermit,Religious Tales,God Rewards and Punishes,active,—,Claude (model knowledge),
756B,The Devil's Contract,Religious Tales,God Rewards and Punishes,active,"Faustian-pact tales; medieval Theophilus legend (Theophilus of Adana, 6th c.); literary descendants include Marlowe's Doctor Faustus and Goethe's Faust",Claude (model knowledge),
756C,The Greater Sinner,Religious Tales,God Rewards and Punishes,active,"Russian Orthodox penitent-robber tales; ""The Robber Mother-Murderer"" variants",Claude (model knowledge),
1313A,The Man Takes Seriously the Prediction of Death,Anecdotes and Jokes,Stories about a Fool,active,—,Claude (model knowledge),
780A,The Cannibalistic Brother Sisters,Religious Tales,The Truth Comes to Light,active,—,Claude (model knowledge),
780B,The Speaking Hair,Religious Tales,The Truth Comes to Light,active,Greek myth of Midas's ass ears and the whispering reeds,Claude (model knowledge),
1311A,The Crab Cut in Two,Anecdotes and Jokes,Stories about a Fool,active,—,Claude (model knowledge),
780C,The Tell-Tale Birds,Religious Tales,The Truth Comes to Light,active,"""Ibycus and the Cranes"" (Greek legend); Schiller's ""Die Kraniche des Ibykus"" (literary ballad, 1797)",Claude (model knowledge),
1310A,,Anecdotes and Jokes,Stories about a Fool,unassigned,,,
785A,The Goose with One Leg (St. Peter's Goose),Religious Tales,The Truth Comes to Light,active,"""The One-Legged Crane"" (Boccaccio, Decameron VI.4)",Claude (model knowledge),
804A,The Bridge to Heaven,Religious Tales,Heaven,active,—,Claude (model knowledge),
811A,The Boy Sold to the Devil Is Saved by His Clerical Studies,Religious Tales,The Devil,active,—,Claude (model knowledge),
813A,The Girl Sold to the Devil,Religious Tales,The Devil,active,—,Claude (model knowledge),
821B,Chicks from Boiled Eggs,Religious Tales,The Devil,active,Medieval exempla tradition; trial-by-impossibility tales,Claude (model knowledge),
1296B,Throwing Shoes Up into the Tree,Anecdotes and Jokes,Stories about a Fool,active,—,Claude (model knowledge),
1296A,Ridiculously Big Shell,Anecdotes and Jokes,Stories about a Fool,active,—,Claude (model knowledge),
859A,The Hero Appears in Splendid Dress,Realistic Tales,Man Marries Princess,active,—,Claude (model knowledge),
